level,type,Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
5,country,Libya,158.911,91.9038,99.0931,58.1529,-72.6243,-88.4860999,-111.7219999,-67.9,-127.894,-128.0689999,141,-133,145,143,357,1038,2064,3850,3180,3310,1909,0,1425,702,0,0,0,0,0,0,0,0,0
5,country,Morocco,165,317,424,491,551,332,322,1204.709508,400.2428049,1380.41822,421.9620539,2807.060073,480.6907065,2314.468404,894.5627096,1653.985726,2449.446199,2804.501284,2487.094098,1951.70719,1573.856265,2568.434351,2728.361094,3298.102433,3561.002767,3254.799347,2157.149441,2686.029715,3558.878862,1719.961452,1419.20787,2266.455611,2141.396327
5,country,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,-793,44,0.15,-7.8499999,1.4199999,60.14,-231.84,17.5,67.5,121.5
5,country,Sudan,-31.1299999,-0.62,0.09,-0.16,99.18,12,0.4,97.9,370.6999999,370.8,392.1999999,574,713.1799999,1349.19,1511.07,1617.098139,1841.833814,1504.379838,1653.120315,1726.298403,2063.730998,1734.376994,2311,1687.884179,1251.280889,1728.373403,1063.767535,1065.298481,1135.787164,825.3549923,716.9397106,522.9,573.5
5,country,Tunisia,88.7,172.8,583.6,656.2,566.3999999,377.5,351.1,365.3,668.1,367.8999999,779.4671258,486.5469761,820.8309595,583.6424879,639.116157,783.0865634,3307.989362,1616.251483,2758.615092,1687.810586,1512.50524,1147.906633,1603.185884,1116.541307,1063.804722,1002.737519,884.9969507,880.7877905,1035.941738,844.7969335,652.1218138,660.2332395,713.3651244
4,region,Other Africa,1689.692267,2629.467495,2244.192271,3032.171467,3827.159775,4436.916817,4579.672347,8283.262435,6998.671706,8545.81389,7131.65324,14615.15493,10889.79845,12891.43694,11202.79499,17794.707,12913.16405,27856.90562,36257.19359,38579.3536,31589.56372,39700.72664,41320.61104,39102.96018,42736.86165,45252.96086,32316.02367,27083.82711,28764.05451,32412.00621,29395.23916,70074.00221,29890.65265
5,region,Central Africa,-1.1944619,22.2191298,161.5554205,217.645202,-59.4411522,-103.7616484,0.6394629,-103.2935495,723.4467185,487.6207649,670.4137638,1590.959194,2221.34157,2678.574478,1514.448487,2032.25384,1388.328443,5274.006892,4469.280215,5456.987494,7799.226021,5551.947023,5460.735186,5427.2359,5320.025675,8293.65557,5402.676224,8946.224237,9352.753202,8857.799246,9338.397374,6488.302099,6005.829218
6,country,Burundi,1.25543,0.8925,0.600088,0.47368,0.0039578,1.9819199,0,0,0,-0.5726067891,11.68324608,-0.002288183339,0,0,0.0446907076,0.5847001608,0.03159388731,0.5002449463,3.833211042,0.3484042986,0.7805809466,3.355008049,0.6049196,7.407171159,47.06101053,7.360447724,0.0554566185,0.3164830954,0,1.044957415,8.722119116,9.933539955,12.88368793
6,country,Cameroon,-112.831,-14.4979999,29.2038,5.12073,-9.0056899,7.2924199,101.316,78.3355999,215.1049999,-15.4947,158.8009999,73.2851,601.7459999,336.2679999,86.1221,234.007,16.384,191.017,-24.1980188,668.3289999,-0.551,355.3999999,739.177,567.239,726.548,627.442,663.7889999,814.0019999,761.5495497,1026.915328,675.1869937,963.5315035,888.5446083
6,country,Central African Republic,0.69785,-4.8740399,-10.6766,-9.98013,3.6022799,6.2005657,10.9255755,1.497424,7.300593947,5.976946527,0.8890749,5.1838988,5.6442865,11.3,15.1,10.1,34.67,56.75,117.11,42.28,61.52,36.9084558,70.0351573,1.8527926,3.4750079,3,7.256090484,6.888751401,18.00353546,25.60115729,1.737359823,5.40998025,24.04772219
6,country,Chad,9.4,4.2395399,1.96078,15.1609,27.0747,32.6115701,39.4661735,44.2939405,21.69668041,24.52497081,115.1724215,459.8663918,924.1192101,712.6634549,466.7934921,-99.34251936,-278.4139999,-321.6549999,466.1309999,374.8999999,313,281.8999999,579.7930374,520.2007513,-675.5459154,559.6420225,244.682121,363.3816364,460.8905076,566.638948,557.6925033,705.1007593,614.0185065
6,country,Congo,22.5515582,32.7535296,2.7390325,286.054322,2.99,121.8155737,72.5791317,79.1715852,32.7772428,520.6375193,165.9044687,77.25373411,136.7785385,323.1297316,-8.487842736,585.1634602,553.5829716,1467.628691,2031.879948,1272.939054,928.4360065,186.3050103,-282.835188,609.4404818,1659.450225,3803.300133,1611.618196,4416.953734,4315.250918,3366.085012,4015.531451,531.9813913,532.256251
6,country,"Congo, Democratic Republic of",-14.46,12.39,-0.73,6.87,-1.5,-22.35,24.7899999,-44.35,61.3299999,11.16,94.1903999,102.2218999,187.5986936,391.2547235,409.0328144,266.6,256.118896,1808.032721,1726.843379,663.8028875,2939.27,1686.9,3312.142743,2098.249103,1843.173236,1673.5001,1204.708617,1340.204101,1616.794884,1488.05357,1646.921056,1870.032503,1845.773309
6,country,Equatorial Guinea,11.0738,41.3248,6.01832,22.3017,16.9955,63.3459414,247.6385587,53.4515281,274.7681167,154.2961739,154.4995899,940.7412157,323.3915075,689.779766,340.9144685,769.1461852,469.5060146,1242.731087,-793.8723328,1636.219625,2734,1975,985.2564115,582.9487019,167.8751826,233.3250728,53.9988129,304.8272495,396.07778,452.2871121,410.0169183,459.8483213,458.509903
6,country,Gabon,73.4578999,-54.5891999,126.94,-113.7159999,-99.6029,-316.6896391,-498.6159764,-318.4236271,99.16908494,-217.6875389,-42.62643685,-89.09075779,36.96333366,206.0788025,193.7287638,242.3350144,267.805,710.7189823,760.1630301,663.9985238,521.6656309,874.8731635,-220.8736658,771.1925535,1047.702947,990.7861789,1243.66016,1314.02933,1379.070816,1553.136875,1716.511506,1529.221084,1104.592039
6,country,Rwanda,7.66,4.58,5.5,5.8399999,0.001,2,2.22,2.5899999,7.0999999,1.74,8.0999999,18.5,1.5,4.7,7.7,7.96,30.6439664,82.2831658,102.2899999,118.67,250.5048029,119.1053858,254.9632443,257.6,458.8999999,379.8,342.3,356.4365006,381.9115985,353.8444861,274.1226086,399.2944886,398.5993548
6,country,São Tomé and Principe,0,0,0,-0.48,0,0.03,0.32,0.14,4.2,3.04,3.7999999,3,3.6,3.3999999,3.5,15.6999999,38,36,79.0999999,15.5,50.6,32.2,22.471527,11.1053448,41.3859821,15.4996151,30.6077707,29.1844523,23.203612,24.1917995,31.9548582,13.9485279,126.6038371
5,region,East Africa,132.8931367,92.08374141,98.8664959,133.3401668,218.8045916,401.039471,419.8976998,808.5433512,811.2632826,970.9583245,1854.558389,1122.470293,1022.677341,1312.246146,1419.511163,1868.311368,2409.107383,4105.66196,5180.689002,5846.996169,6180.738732,6655.983037,7355.716504,8112.571615,7308.023005,7716.792271,8301.799141,8778.902502,7868.296827,7651.758066,6328.698214,8433.209469,8726.20384
6,country,Comoros,0.393003,2.5061599,-1.4469799,0.190705,0.177714,0.889525,0.51,0.02,0.3842163,0.271,0.09363611508,1.145914995,0.4304234793,0.7914659326,0.6713543691,0.5586436839,0.7777279125,7.681788844,4.631825734,13.78410798,8.342262113,23.0881605,10.41204973,4.231644417,4.684558642,4.936699549,3.56982374,3.919473045,5.672348126,3.677361424,3.8758461,4.0247722,3.8593266
6,country,Djibouti,0.06,2.2999999,2.29,1.4199999,1.4199999,3.218527917,3.263542294,3.100365179,3.173513541,3.21290112,3.286049482,3.392958626,3.432346206,14.22454296,38.54355985,22.2033412,108.2877094,195.3511403,228.9487455,74.7227396,36.50103252,79.0002307,109.9982557,286.0044677,152.9983852,123.9984245,159.9988746,165.0011254,170.0033761,175,158.2320504,167.9767726,190.8542741
6,country,Eritrea,0.00001,0.00001,0.00001,0.00001,0.00001,0,36.7,41.1,148.518,83.2220999,27.8701067,12.1316264,22.7661658,24.9997865,24.1036648,1.4315538,15.3756097,7.206504,39,91,91,39,41.3579999,43.859,46.511,49.323,52.305,55.468,61.015,-60.67191,-30.34959,-31.22819,-32.04567
6,country,Ethiopia,12,6,0.17,3.5,17.21,14.14,21.93,288.49,260.67,69.98,134.6399999,349.3999999,255,465,545.1,265.112,545.2569999,222.001,108.538,221.46,288.2719999,626.5099999,278.5629999,1343.876,1855.05,2626.52,4142.937496,4017.1,3310.3,2548.745692,2380.977218,4259.445211,3669.988544
6,country,Kenya,57.1,18.8,6,2,4.2999999,33,10.5471417,53,11.41357735,13.8218624,110.9046111,5.302622602,27.6252336,81.7351983,46.063947,21.2129384,50.6748047,897.3969902,642.7404382,1855.194702,1882.068164,2233.93854,2175.051812,1978.360935,1513.900102,1463.737592,1138.612882,1403.567589,1139.438224,1098.375947,716.7562236,463.3489357,759.4937022
6,country,Madagascar,22.3850223,13.6817622,21.1267605,15.3588383,5.7265569,9.7087378,10.1626016,13.7608366,16.1419999,58.381,82.9526,93.0592,61.10993201,95.45113177,95.19172116,86.01968018,294.5127636,740.5260742,1392.70123,1269.409215,764.685758,788.0782373,777.6365964,551.3164112,313.6822674,435.8242269,450.6262707,357.8622064,352.5516226,474.3114254,358.4671414,357.5366653,396.244477
6,country,Mauritius,40.97285296,18.97484715,14.77845173,15.35584769,20.04409701,18.69287888,36.66126219,55.27774216,12.17036849,49.35320697,276.7661222,-25.64428256,32.10733596,62.07551565,11.16424532,41.56467613,105.3043229,339.0528746,382.9148625,247.8426023,429.9417887,433.3310109,589.0183028,293.3691571,455.5621518,216.4551883,378.7644323,479.9958903,460.5113682,444.0777609,224.6680828,253.1892528,252.1042797
6,country,Mayotte,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,5,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Reunion,0.029924,7.4080565,39.3877865,0.1156186,0.0298895,0,0,0,0.7085518,1.462435,0,0.2059781,0.1001268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Seychelles,0.2623245704,21.55290577,1.620467065,18.83414744,30.74432441,45.88080143,28.80615214,53.39364227,53.20978528,55.21676793,24.3269826,64.7402749,47.7177771,58.4255047,37.4466703,85.8796027,145.5859532,181.628,182.103,171.402,210.805,207.363,261.36,170.254,229.97,194.545,155.24,186.5840773,-66.125331,30.3973594,164.5361902,224.7846582,212.0543627
6,country,Somalia,5.5899999,-0.15,-0.06,2,1,1,1.3,1.1,0.04,-0.81,0.27,0.04,0.14,-0.85,-4.79,24,96,141,87,108,112,102,107.33,258,261,303,330,369,408,447,534,601,636
6,country,Uganda,-5.91,1,3,54.5649999,88.152,124.509,121.507,141.500765,132.63327,140.2470512,180.8121074,151.496,184.648,202.193,295.416,379.8083407,644.2624999,792.3057809,728.8609007,841.5708027,543.8727273,894.293858,1205.388488,1096,1058.56454,737.6521402,625.7043619,802.704141,1055.353353,1273.609177,873.7697904,1100.217529,1526.189107
6,country,United Republic of Tanzania,0.01,0.01,12,20,50,150,148.5099999,157.8,172.1999999,496.6,1012.626174,467.1999999,387.6,308.1999999,330.6,935.5205917,403.0389913,581.5118069,1383.25,952.61,1813.25,1229.38,1799.6,2087.3,1416.1,1560.8,864.04,937.7,971.576866,1217.235252,943.7652617,1032.913863,1111.461438
5,region,Southern Africa,4.565653124,1147.994671,582.4383713,559.6250019,880.4054546,2278.861507,1544.083636,4859.926855,2956.88349,4749.201075,2475.619065,9826.741237,4732.506035,5557.801037,4645.496485,6797.992254,2095.9875,8901.266752,14023.28993,12661.45484,5605.175248,8454.487349,12223.87367,11345.82559,18105.07668,19273.1415,6899.320711,-1022.546291,3498.512293,4513.501144,4870.899031,42205.9608,6704.215422
6,country,Angola,-334.5,664.1,288,302,170.0999999,472,180.63,411.6499999,1114,2471.401,878.601,2145.501,1743.504,3576.97178,2197.22782,-1303.83693,-37.7148599,-893.342152,1678.97101,2205.29818,-3227.211182,-3023.770966,-1464.627991,-7120.017424,3657.514667,10028.21516,-179.5176189,-7397.295409,-6456.076413,-4098.478748,-1866.468113,-4355.116553,-6142.248848
6,country,Botswana,95.9,-8.2114802,-1.5,-287.3999999,-14.1545452,70.41313605,71.17501952,100.0887486,95.31813492,36.67437936,61.24330139,30.68191933,403.4139037,417.9857089,390.9678258,421.3812361,486.3900373,494.681631,520.9177751,208.6993468,218.3799983,293.2077746,146.4954948,67.13663298,515.1840884,378.5538701,142.5225765,260.5750454,285.9550619,93.60712713,31.80719524,-318.8719496,216.0260457
6,country,Eswatini,28.4608802,85.3676204,84.3559357,71.896425,63.2747351,43.4950492,21.72421413,-15.32131353,152.7238128,100.3849755,105.7950987,28.17922263,96.43572059,-63.88842989,69.58538258,-45.85388712,121.0358042,37.49985805,105.7228835,65.6976257,119.6385302,108.3897047,31.53813834,84.67257792,25.53729587,41.32133838,21.38486769,-56.01018283,36.47444928,130.2214964,35.88620505,117.4739161,21.20401816
6,country,Lesotho,16.11706322,7.24291281,7.643731964,15.33169714,42.58195333,23.4071942,28.02749253,31.68430282,26.77143705,32.73601027,32.4007,29.68,28.4012999,43.9365999,56.68,27.3999999,24.3,75.5999999,11,91.2999999,51,150,138.79,123.6199999,160.7799998,206.5144598,80.3322949,42.0574363,40.5583893,35.3867914,27.9577883,-12.4278726,-8.3046498
6,country,Malawi,23.3,-28.6999999,-7.0999999,8,24.99263219,5.64306096,15.76759186,14.90063427,12.1,58.49986731,39.6317699,39.370078,38.7190554,13.2620926,58.9487571,99.140819,35.56,124.35,195.42,49.13,97.01,812.686,-8.886,445.5207416,598.7377818,408.465487,115.7,90.2,77.012306,55.2278316,252.1790402,129.4970785,188.5640343
6,country,Mozambique,9.1999999,22.5,25.3,32,35,45,72.5,64.4,234.9,381.6999999,139.3,255.4354914,347.2528305,336.6984008,475.5135728,107.8533189,112.6006603,398.655636,591.5992294,898.2848824,2531.661755,3558.543611,5629.409703,6175.124643,4901.790089,3866.831987,3093.4,2293.1,2703.031294,2211.654426,3034.562056,5101.667955,1975.294842
6,country,Namibia,29.56727425,120.4858546,118.2324045,55.29815711,97.97792044,152.9876567,128.6938723,83.76808826,77.29348007,19.60625127,186.4055748,365.1721767,181.3634768,148.7488681,225.8472156,385.2410553,386.575747,732.9598488,720.2665333,841.1825304,283.7998944,817.0654447,1060.806972,769.8646434,441.1737665,887.995532,355.5902318,279.9460362,208.556758,-178.9256711,-146.4870553,697.2702178,945.0867064
6,country,South Africa,-78.45956434,248.0697637,3.506299066,10.09872266,379.6327588,1241.21541,817.5654459,3816.656395,561.4766256,1503.237591,887.3416208,6783.921349,1569.155749,733.6660167,798.0259115,6646.926642,311.4501111,6538.06193,9209.172495,7502.062271,3635.596253,4242.86578,4558.847353,8300.10378,5770.658991,1729.376993,2235.001472,2008.360978,5449.554014,5124.986962,3062.256423,40948.11457,9051.194089
6,country,Zambia,202.78,34.34,45,314.3999999,40,107,127.1,217,238,85.9609999,121.7,145,298.36,346.62,364,356.94,615.7899999,1323.9,938.62,694.7999999,1729.3,1108.5,1731.5,2099.8,1488.7,1304.866667,662.9068877,1107.519805,408.4384917,859.8209279,245.2054914,-351.646566,115.899184
6,country,Zimbabwe,12.1999999,2.7999999,19,38,41,117.7,80.9,135.0999999,444.3,59,23.1999999,3.7999999,25.8999999,3.7999999,8.6999999,102.8,40,68.9,51.6,105,166,387,400,400,545,421,372,349,745.0079428,280,194,250,341.5
5,region,West Africa,1553.427939,1367.169953,1401.331983,2121.561096,2787.390881,1860.777487,2615.051548,2718.085778,2507.078215,2338.033725,2131.062022,2074.984205,2913.273507,3342.815278,3623.338852,7096.149536,7019.740725,9575.97002,12583.93445,14613.9151,12004.42372,19038.30923,16280.28568,14217.32707,12003.73629,9969.371526,11712.2276,10381.24666,8044.492185,11388.94776,8857.244541,12946.52984,8454.404167
6,country,Benin,62.3767285,120.7804131,77.5731793,1.4055508,13.6490125,8.0136552,13.4883648,13.7063986,32.7145259,39.26431584,59.73656415,43.8585123,13.50812353,44.73158981,63.84432645,53.04397613,53.20048194,255.2439454,169.8350845,134.2860652,176.8040914,161.091348,281.564834,360.3433831,405.7373285,149.7556121,131.790684,200.9027192,194.0736833,218.2078716,174.019952,345.9852356,266.6031895
6,country,Burkina Faso,0.46,0.57,3.1130521,3.1783813,18.3715924,9.8167277,16.2251344,9.765809,4.4071382,7.92595083,23.10752048,6.267060825,15.02608366,29.12250516,14.34831578,34.1518348,33.59406376,343.5350233,105.7714854,100.8966805,34.61901118,143.6573095,329.3008989,490.4034144,356.4038229,231.9017029,390.6221139,2.57269032,268.4149081,162.969543,-102.2436256,-79.95735534,121.2954998
6,country,Cabo Verde,0.252601,1.7443299,0.450472,3.64407,2.1284399,26.1805999,28.5279999,11.5766066,8.760716195,61.12945837,43.44576577,12.68305292,38.52445077,12.41325197,35.52927557,53.43892067,102.8544422,210.9789586,309.5749831,164.8307729,240.3228601,266.7484519,137.7493299,72.0880824,183.5600723,120.3906157,125.9806521,111.1092921,103.1895886,123.2313303,67.89991015,104.2537362,136.056543
6,country,Côte d'Ivoire,48.4344296,18.5248859,69.0538437,175.1535334,117.5385668,211.7608404,269.1945296,415.4580764,760.0991267,235.3487662,234.7017315,272.6798983,212.5804175,165.3905712,282.979831,311.920344,318.8643883,426.7767236,446.1473186,377.128928,338.9416428,301.5767188,330.275245,407.5905343,439.356961,494.4087541,577.8715193,975.0149981,620.3306458,935.6845969,712.9158939,1376.558799,1583.694622
6,country,Gambia,14.1199999,8.0299999,12.93,11.19,8.75,15,18.35,20.57,23.6999999,49.4799999,43.52,35.4799999,42.8269999,10.70428003,55.5262886,53.6503426,82.2081758,76.4614809,70.1023774,39.4420967,37.1150221,36.0999999,41.2,25.5,35.5999999,12.5,-27.7,18.4448359,51.94,71.0833058,189.9,248.55,236
6,country,Ghana,14.8,20,22.5,125,233,106.5,120,81.7999999,167.4,243.6999999,114.9,89.2999999,58.8999999,110.02,139.27,144.97,636.0099999,855.3999999,1220.42,2897.1,2527.36,3237.39,3293.43,3226.33,3356.99,2970.89,3470.67,3239.09,2908.16,3292.07,1333.37,2413.89,1472.6
6,country,Guinea,17.8599999,38.77,19.69,2.72,0.21,0.77,23.77,17.3009999,17.849,63.45,9.9399999,1.6799999,30,82.7999999,97.9,105,125,385.8999999,381.88,0,0,956.06,0.29,-131.9,-73.7586037,53.2724584,1618.44726,577.59,352.76,44.4,176.35,197.61,139.4533333
6,country,Guinea-Bissau,2.02,2.0899999,5.83,3.2999999,0.43,0.04,1.03,11.4791088,4.4071382,0.7308766134,0.7022708631,0.3956133303,3.545254725,3.489332416,9.180650596,7.996693638,17.32678001,18.58045724,5.142863523,17.45286815,33.22383232,25.02405344,6.624918956,19.64528744,28.8911559,18.58302195,23.99859117,15.69119794,20.56381823,71.65868036,20.9897216,18.52972336,21.94088489
6,country,Liberia,225.24,8.41,-10.85,-53.6199999,17.3799999,4.5999999,-132.13,213.8199999,190.31,256.2599999,20.8,8.3,2.7999999,372.22,75.3575,82.8081999,107.851,131.5999999,283.8009999,217.8034591,449.9588262,785.2999999,984.6,1061.27,276.6999999,626.96,453.18,247.84,129.13,86.68,86.96,45.68,73.1066667
6,country,Mali,5.72972,1.20522,-21.8745,4.1672111,17.4710242,111.3898082,43.3973476,69.7313031,8.86852,2.178012308,82.43957661,121.7315859,243.8047714,132.2608396,101.0022999,223.8031501,83.39230048,72.7944966,180.2815958,748.3470497,405.9021517,556.1472961,397.8664596,307.9409132,144.2148312,275.5255351,356.4765889,563.2084704,467.2953914,720.6388353,536.8518124,639.9441654,252.9127313
6,country,Mauritania,6.73622,2.26979,7,16.8,2.834766,6.8264999,-0.43554,-3.3299199,-0.2985608,15.11946,40.096,76.7,67.34035232,101.9579516,404.1020257,811.8691814,154.6016381,139.3728223,342.770662,-3.072044396,130.5283913,588.7495642,1388.587418,1125.683738,501.0379057,502.0739412,271.1978405,587.2437659,772.8904772,886.9163586,954.8425755,1063.540078,1147.555313
6,country,Niger,40.8132,15.1574,56.3900999,-34.3513,-11.2589,14.4245794,2.3458025,16.6190083,-1.1865372,0.2761089428,8.437082149,22.89509835,2.404632504,11.47109429,20.32236388,30.29378085,50.54409149,129.0387195,340.4271949,790.7625385,940.3162271,1065.789864,841.2757797,719.3384761,822.9670231,529.478696,301.3324781,338.7107099,466.0422733,717.1476396,360.6535743,594.8319631,580.7370275
6,country,Nigeria,1002.5,1123.9,1156.7,1878.1,2287.4,1271.05336,2190.68466,1642.472174,1210.105259,1177.707927,1309.665175,1277.420643,2040.182095,2171.390315,2127.086142,4978.260026,4897.81,6086.73,8248.64,8649.526667,6098.96,8914.89,7127.38,5608.462733,4693.828632,3064.168905,3453.258408,2412.974916,775.2474,2305.099812,2385.277666,3313.21,-186.7924289
6,country,Saint Helena,0,0,0,0,0,0,0,0,0,0,-3.8399999,0.23,0,0,-0.65,0.18,0.06,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,country,Senegal,56.9298293,-7.443984,21.5344626,-0.7063069,66.8221647,35.0597418,5.4735393,176.8125427,60.3438923,153.24696,62.93751475,31.94236596,78.05299374,52.49483827,77.02849788,44.58848688,220.3197613,297.4271127,397.6328982,320.0327837,266.1076529,338.2189011,276.1754031,311.3667712,403.0980563,409.1661244,472.4097959,588.2929975,847.8415754,1065.46282,1845.663881,2588.124994,2586.179934
6,country,Sierra Leone,32.4346999,7.50447,-5.59905,-7.46292,-2.87419,7.2870543,0.6639282657,1.800033011,0.1048848186,0.5332003104,39.00091773,9.835762656,10.41342906,8.615054047,61.15322252,83.18225077,58.76802469,96.57770527,57.62382149,110.8455097,238.4372903,950.4782533,722.4468467,429.6644863,375.0896951,252.4359045,139,414,250,342,173,212,250
6,country,Togo,22.7205112,5.6574278,-13.1095764,-6.9571236,15.5384047,32.054621,14.4657825,18.5036381,19.4931113,31.68268911,41.47190355,63.58461146,53.36390297,33.73365451,59.35811163,76.99234835,77.33557727,49.16257535,23.88316343,48.53172267,85.82671919,711.0874697,121.5185485,183.5992504,54.01941071,257.8602555,-46.30833572,88.56006582,-183.3875768,345.6969668,-59.20681995,-136.2214994,-226.9391495
3,region,Asia,21932.86593,22921.20226,32481.83845,56836.63529,68232.90948,80676.45846,96558.2071,108028.7985,90617.44484,107118.2558,132385.6537,119982.071,94114.87242,129971.8312,171867.7434,216235.3162,293705.9198,354763.7332,387843.437,328318.2619,422590.593,431282.2044,422745.5547,423711.6572,471993.729,530810.1319,478174.4898,504351.6334,497309.4817,503480.314,516464.7455,662137.0101,661807.0595
4,region,East and South-East Asia,20919.7516,20321.69614,28501.27247,51956.86906,63475.98331,73937.25304,86988.7772,94839.6865,80610.66697,99648.21042,122026.1721,102411.853,74499.11743,103043.4936,130409.8842,152493.0628,188233.4559,230417.4585,225728.346,196446.6407,305183.6617,311033.5985,319813.6241,328915.2185,378399.4709,432552.4532,371987.094,410727.5497,403425.7278,399019.8582,403446.601,546333.4888,546128.6936
5,region,East Asia,8098.902488,6682.411424,15762.1889,35371.53091,42980.08882,45304.8825,54073.60649,58900.00689,59685.04624,68636.89432,100274.8829,80250.43783,58311.05276,72389.53632,92324.36248,109513.4434,123695.0061,152392.7213,175666.2272,153962.9281,192303.3264,224008.6931,202831.4357,208569.1506,248225.392,313503.5399,258665.3755,253391.4948,254454.7332,232334.5167,284850.1518,333521.8202,323560.7554
6,country,China,3487.11,4366.34,11007.51,27514.95,33766.5,37520.53,41725.52,45257.04,45462.75,40318.71,40714.81,46877.59,52742.86,53504.7,60630,72405.69,72715,83520.89,108312.44,94060.72,114734.24,123985,121073.14,123911.2,128501.56,135576.6,133711.42,136315.13,138305.89,141224.62,149342.26,180957.2149,189132.41
6,country,"Hong Kong, China",3275.072298,1020.860063,3887.467096,6929.625915,7827.938821,6213.362504,10460.17371,11368.14793,13939.36733,25355.33355,54581.91774,29060.6828,3662.173737,17830.80232,29153.8264,34057.83219,41810.64725,58403.47014,58315.38636,55535.20173,70540.73987,96580.80678,70179.79944,74294.22383,113037.7814,174352.8881,117386.969,110684.5026,104245.7103,73714.02734,134709.8521,140186.0226,117725.0554
6,country,"Korea, Democratic People's Republic of",6.2401902,2.3713615,5.7118033,5.8549998,0.27,0,2.072786,-0.4910394,59.9189003,-2.9692306,-2.7538235,-19.8409546,5.5962143,57.2136025,64.9591858,-5.979987,-235.7909335,22.053453,170.9652776,86.3480977,13.5852203,103.1249866,205.2128874,119.7426439,64.0974251,78.207032,89.3172717,-12.8324219,1.9535285,29.8950103,6.3387056,18.1168579,10
6,country,"Macao, China",0.48,10.72,-19.5,-3.6,3.48,2.1899999,5.94,2.31,-17.89,9.4199999,-0.79,160.0049791,377.6718039,412.2803955,484.6568946,1243.281164,1735.689745,2304.547745,2590.737534,852.0492768,2831.339303,725.5983567,3893.810405,4586.282084,3456.185138,1010.524787,1942.074231,1509.34463,2613.438427,6682.634345,-6980.418978,4771.075801,4000
6,country,Mongolia,0,11.1199999,2,7.7,6.9,9.8,15.9,25,18.8999999,30.3999999,53.6989999,63.0009999,77.751,131.5399999,92.92,187.62,245.4599999,372.7599999,844.6979999,623.609,1691.422,4571.163,4272.473,2059.702,337.7679999,94.3199999,-4156.405,1494.35,2173.741,2443.34,1719.12,2173.39,2504.29
6,country,Taiwan Province of China,1330,1271,879,917,1375,1559,1864,2248,222,2926,4928,4109,1445,453,1898,1625,7424,7769,5432,2805,2492,-1957,3207,3598,2828,2391,9692,3401,7114,8240,6053,5416,10189
5,region,South-East Asia,12820.84911,13639.28472,12739.08357,16585.33815,20495.89449,28632.37054,32915.17071,35939.67962,20925.62074,31011.3161,21751.28921,22161.41513,16188.06467,30653.95723,38085.52169,42979.61939,64538.44982,78024.73718,50062.11885,42483.7126,112880.3353,87024.9054,116982.1883,120346.0679,130174.0789,119048.9133,113321.7185,157336.0549,148970.9946,166685.3415,118596.4492,212811.6686,222567.9382
6,country,Brunei Darussalam,7,5,7,8,5.8899999,582.7605633,653.6,701.74,573.25,747.8686686,549.6072507,526.4256512,1035.528459,3298.074255,205.6084718,289.4836442,434.0295376,260.167097,322.5865634,370.0818798,480.722547,691.1702744,864.9055275,775.6419991,567.8897272,173.2433396,-149.6412929,460.0837141,517.3031146,374.5732907,577.4431164,204.7493272,-292.4163596
6,country,Cambodia,0,0,33,54.1199999,68.9,150.6999999,293.6999999,168.0999999,242.823,232.239,148.5039999,149.3969999,145.1059999,83.9809999,131.416,381.18,483.209,867.2889999,876.8844922,984.7130669,1404.315449,1538.883425,2003.849,2068.471,1853.471,1822.804,2475.916,2785.730847,3212.633447,3663.033,3624.64499,3483.461606,3578.831296
6,country,Indonesia,1092,1482,1799,2003,2191,4419,6245,4729,-207,-1838,-4550.37,-2977.39,145.09,-596.9199999,1895.89,8336.257,4914.221,6928.471,9318.454,4877.87,13770.58,19241.25,19137.87,18816.66,21810.52,16641.45,3921.23,20579.23,20563.47,23883.25,18590.96,21131.11,21968.17
6,country,Lao People's Democratic Republic,6,6.9,7.7999999,29.8999999,59.2,95.0999999,159.8,86.2999999,45.2999999,51.6082665,33.89,23.8999999,4.5,19.3999999,17,27.6999999,187.4,323.5,227.6999999,189.5,278.8,300.75,617.7553945,681.3972571,867.6461217,1077.759915,935.2961728,1686.275786,1358.019506,755.5241242,967.7060862,1071.913716,528.2248497
6,country,Malaysia,2611,4043,5138,5741,4581,5815,7297,6323,2713.995728,3895.263158,3787.631579,553.9473684,3203.421053,2473.157895,4624.210526,4065.390577,6060.226052,8594.734071,7171.978488,1453.039296,9060.042098,12197.57647,9238.830614,12115.46728,10877.3452,10082.34106,11335.92773,9398.81454,7618.337699,7812.77716,3159.514897,12173.3759,16939.60113
6,country,Myanmar,225.0999999,235.0999999,149,91.7,135.1999999,317.6,580.7,878.7999999,683.6,304,91.1149999,15.2899999,17.709,1855.15,729.9299999,110.3499999,724.245,2.194,603.4249999,27.1499999,6669.403,1117.686,496.877,584.298,946.2229999,3141.38,2929.606,4408.891,2891.919,2508.877,1907.154041,2066.60647,1238.5
